Domestic Release Date,Worldwide Release Date,Year Released (Domestic),Year Released (Worldwide),Title,Theatrical Distributor,Genre,Source,Production Method,Creative Type,Production Budget,Opening Weekend Theaters,Maximum Theaters,Theatrical Engagements,Opening Weekend Revenue,Domestic Box Office,Infl. Adj. Dom. Box Office,International Box Office,Worldwide Box Office
22-Nov-13,15-Nov-13,2013,2013,The Hunger Games: Catching Fire,Lionsgate,Adventure,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$130,000,000 ","4,163","4,163","30,485","$158,074,286 ","$424,668,047 ","$475,761,870 ","$440,200,000 ","$864,868,047 "
3-May-13,24-Apr-13,2013,2013,Iron Man 3,Walt Disney,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,"$200,000,000 ","4,253","4,253","26,088","$174,144,585 ","$408,992,272 ","$458,292,689 ","$806,400,000 ","$1,215,392,272 "
23-Mar-12,8-Mar-12,2012,2012,The Hunger Games,Lionsgate,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$80,000,000 ","4,137","4,137","37,651","$152,535,747 ","$408,010,692 ","$466,956,955 ","$269,912,687 ","$677,923,379 "
22-Nov-13,22-Nov-13,2013,2013,Frozen,Walt Disney,Musical,Based on Folk Tale/Legend/Fairytale,Digital Animation,Kids Fiction,"$150,000,000 ",1,"3,742","47,952","$243,390 ","$400,738,009 ","$448,472,628 ","$867,490,827 ","$1,268,228,836 "
3-Jul-13,26-Jun-13,2013,2013,Despicable Me 2,Universal,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$76,000,000 ","3,997","4,003","33,528","$84,227,980 ","$368,065,385 ","$412,431,819 ","$607,151,450 ","$975,216,835 "
8-Nov-12,26-Oct-12,2012,2012,Skyfall,Sony Pictures,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$200,000,000 ","3,505","3,526","28,830","$88,364,714 ","$304,360,277 ","$348,151,094 ","$806,166,704 ","$1,110,526,981 "
14-Dec-12,11-Dec-12,2012,2012,The Hobbit: An Unexpected Journey,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,"$200,000,000 ","4,045","4,100","27,719","$84,617,303 ","$303,003,568 ","$345,841,855 ","$714,000,000 ","$1,017,003,568 "
16-Nov-12,14-Nov-12,2012,2012,"The Twilight Saga: Breaking Dawn, Part 2",Lionsgate,Drama,Based on Fiction Book/Short Story,Live Action,Fantasy,"$136,200,000 ","4,070","4,070","24,105","$141,067,634 ","$292,324,737 ","$334,481,193 ","$537,400,000 ","$829,724,737 "
14-Jun-13,14-Jun-13,2013,2013,Man of Steel,Warner Bros.,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$225,000,000 ","4,207","4,207","21,125","$116,619,362 ","$291,045,518 ","$326,128,489 ","$376,954,000 ","$667,999,518 "
4-Oct-13,3-Oct-13,2013,2013,Gravity,Warner Bros.,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$110,000,000 ","3,575","3,820","35,020","$55,785,112 ","$274,092,705 ","$307,030,823 ","$415,649,487 ","$689,742,192 "
21-Jun-13,21-Jun-13,2013,2013,Monsters University,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$200,000,000 ","4,004","4,004","24,656","$82,429,469 ","$268,488,329 ","$300,852,229 ","$475,100,000 ","$743,588,329 "
3-Jul-12,27-Jun-12,2012,2012,The Amazing Spider-Man,Sony Pictures,Adventure,Based on Comic/Graphic Novel,Live Action,Super Hero,"$220,000,000 ","4,318","4,318","22,495","$62,004,688 ","$262,030,663 ","$299,886,852 ","$495,859,604 ","$757,890,267 "
13-Dec-13,12-Dec-13,2013,2013,The Hobbit: The Desolation of Smaug,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,"$250,000,000 ","3,903","3,928","25,150","$73,645,197 ","$258,241,522 ","$289,209,476 ","$701,996,565 ","$960,238,087 "
24-May-13,24-May-13,2013,2013,Fast and Furious 6,Universal,Action,Based on Factual Book/Article,Live Action,Contemporary Fiction,"$160,000,000 ","3,658","3,771","20,731","$97,375,245 ","$238,679,850 ","$267,450,606 ","$550,620,594 ","$789,300,444 "
22-Jun-12,21-Jun-12,2012,2012,Brave,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$185,000,000 ","4,164","4,164","30,444","$66,323,594 ","$237,282,182 ","$271,562,769 ","$317,324,350 ","$554,606,532 "
8-Mar-13,8-Mar-13,2013,2013,Oz the Great and Powerful,Walt Disney,Adventure,Spin-Off,Animation/Live Action,Fantasy,"$200,000,000 ","3,912","3,912","27,888","$79,110,453 ","$234,770,996 ","$263,070,572 ","$255,588,055 ","$490,359,051 "
16-May-13,16-May-13,2013,2013,Star Trek Into Darkness,Paramount Pictures,Adventure,Based on TV,Live Action,Science Fiction,"$190,000,000 ","3,868","3,907","22,815","$70,165,559 ","$228,778,661 ","$256,355,910 ","$238,602,923 ","$467,381,584 "
29-Jun-12,29-Jun-12,2012,2012,Ted,Universal,Comedy,Original Screenplay,Animation/Live Action,Contemporary Fiction,"$50,000,000 ","3,239","3,303","25,021","$54,415,205 ","$218,665,740 ","$250,256,893 ","$337,350,887 ","$556,016,627 "
8-Jun-12,8-Jun-12,2012,2012,Madagascar 3: Europe's Most Wanted,Paramount Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$145,000,000 ","4,258","4,263","26,837","$60,316,738 ","$216,391,482 ","$247,654,065 ","$530,529,789 ","$746,921,271 "
2-Mar-12,1-Mar-12,2012,2012,Doctor Seuss' The Lorax,Universal,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,"$67,500,000 ","3,729","3,769","29,339","$70,217,070 ","$214,030,500 ","$244,951,985 ","$136,946,253 ","$350,976,753 "
8-Nov-13,30-Oct-13,2013,2013,Thor: The Dark World,Walt Disney,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$150,000,000 ","3,841","3,841","22,518","$85,737,841 ","$206,362,140 ","$231,221,293 ","$438,240,376 ","$644,602,516 "
21-Jun-13,19-Jun-13,2013,2013,World War Z,Paramount Pictures,Action,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$190,000,000 ","3,607","3,607","21,341","$66,411,834 ","$202,359,711 ","$226,752,391 ","$329,154,939 ","$531,514,650 "
2-Nov-12,1-Nov-12,2012,2012,Wreck-It Ralph,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$165,000,000 ","3,752","3,752","32,034","$49,038,712 ","$189,412,677 ","$216,516,450 ","$307,098,844 ","$496,511,521 "
22-Mar-13,15-Mar-13,2013,2013,The Croods,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$135,000,000 ","4,046","4,065","34,796","$43,639,736 ","$187,168,425 ","$209,729,928 ","$385,900,000 ","$573,068,425 "
9-Nov-12,9-Nov-12,2012,2012,Lincoln,Walt Disney,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$65,000,000 ",11,"2,293","29,762","$944,308 ","$182,207,973 ","$207,619,742 ","$91,138,308 ","$273,346,281 "
25-May-12,23-May-12,2012,2012,Men in Black 3,Sony Pictures,Adventure,Based on Comic/Graphic Novel,Animation/Live Action,Science Fiction,"$215,000,000 ","4,248","4,248","23,743","$54,592,779 ","$179,020,854 ","$204,884,419 ","$475,192,631 ","$654,213,485 "
25-Dec-12,25-Dec-12,2012,2012,Django Unchained,Weinstein Co.,Western,Original Screenplay,Live Action,Historical Fiction,"$100,000,000 ","3,010","3,012","21,060","$30,122,888 ","$162,805,434 ","$184,973,594 ","$287,036,132 ","$449,841,566 "
13-Jul-12,27-Jun-12,2012,2012,Ice Age: Continental Drift,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Fantasy,"$95,000,000 ","3,881","3,886","27,365","$46,629,259 ","$161,321,843 ","$184,625,565 ","$718,443,294 ","$879,765,137 "
28-Jun-13,28-Jun-13,2013,2013,The Heat,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$43,000,000 ","3,181","3,184","21,400","$39,115,043 ","$159,581,587 ","$178,817,739 ","$70,146,187 ","$229,727,774 "
1-Jun-12,30-May-12,2012,2012,Snow White and the Huntsman,Universal,Adventure,Based on Folk Tale/Legend/Fairytale,Live Action,Fantasy,"$170,000,000 ","3,773","3,777","20,263","$56,217,700 ","$155,136,755 ","$177,549,728 ","$245,884,991 ","$401,021,746 "
7-Aug-13,7-Aug-13,2013,2013,We're the Millers,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$37,000,000 ","3,260","3,445","31,564","$26,419,396 ","$150,394,119 ","$168,522,802 ","$117,422,157 ","$267,816,276 "
13-Dec-13,12-Dec-13,2013,2013,American Hustle,Sony Pictures,Black Comedy,Based on Real Life Events,Live Action,Dramatization,"$40,000,000 ",6,"2,629","23,147","$740,455 ","$150,098,456 ","$167,850,292 ","$107,760,487 ","$257,858,943 "
25-Dec-12,19-Dec-12,2012,2012,Les Misérables,Universal,Musical,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$65,000,000 ","2,814","2,927","18,984","$27,281,735 ","$148,809,770 ","$169,224,417 ","$289,611,346 ","$438,421,116 "
28-Sep-12,27-Sep-12,2012,2012,Hotel Transylvania,Sony Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$85,000,000 ","3,349","3,384","26,661","$42,522,194 ","$148,313,048 ","$169,688,945 ","$230,192,764 ","$378,505,812 "
10-May-13,10-May-13,2013,2013,The Great Gatsby,Warner Bros.,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$190,000,000 ","3,535","3,550","19,081","$50,085,184 ","$144,840,419 ","$162,299,651 ","$208,800,000 ","$353,640,419 "
5-Oct-12,27-Sep-12,2012,2012,Taken 2,20th Century Fox,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$45,000,000 ","3,661","3,706","24,392","$49,514,769 ","$139,854,287 ","$160,045,728 ","$237,953,117 ","$377,807,404 "
16-Mar-12,14-Mar-12,2012,2012,21 Jump Street,Sony Pictures,Comedy,Based on TV,Live Action,Contemporary Fiction,"$42,000,000 ","3,121","3,148","22,744","$36,302,612 ","$138,447,667 ","$158,449,519 ","$64,364,762 ","$202,812,429 "
19-Jul-13,19-Jul-13,2013,2013,The Conjuring,Warner Bros.,Horror,Original Screenplay,Live Action,Fantasy,"$20,000,000 ","2,903","3,115","18,800","$41,855,326 ","$137,400,141 ","$153,962,516 ","$180,472,834 ","$317,872,975 "
12-Oct-12,11-Oct-12,2012,2012,Argo,Warner Bros.,Thriller/Suspense,Based on Factual Book/Article,Live Action,Historical Fiction,"$44,500,000 ","3,232","3,247","31,242","$19,458,109 ","$136,025,503 ","$155,057,156 ","$91,115,254 ","$227,140,757 "
8-Feb-13,7-Feb-13,2013,2013,Identity Thief,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$35,000,000 ","3,141","3,230","25,197","$34,551,025 ","$134,506,920 ","$150,720,541 ","$40,854,658 ","$175,361,578 "
12-Jul-13,12-Jul-13,2013,2013,Grown Ups 2,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$80,000,000 ","3,491","3,491","20,403","$41,508,572 ","$133,668,525 ","$149,781,081 ","$113,355,283 ","$247,023,808 "
26-Jul-13,26-Jul-13,2013,2013,The Wolverine,20th Century Fox,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$115,000,000 ","3,924","3,924","18,417","$53,113,752 ","$132,556,852 ","$148,535,407 ","$283,900,000 ","$416,456,852 "
16-Nov-12,16-Nov-12,2012,2012,Silver Linings Playbook,Weinstein Co.,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$21,000,000 ",16,"2,809","29,319","$443,003 ","$132,092,958 ","$148,845,457 ","$104,319,495 ","$236,412,453 "
18-Dec-13,18-Dec-13,2013,2013,Anchorman 2: The Legend Continues,Paramount Pictures,Comedy,Original Screenplay,Live Action,Historical Fiction,"$50,000,000 ","3,507","3,507","18,686","$26,232,425 ","$127,413,176 ","$142,669,451 ","$44,833,047 ","$172,246,223 "
8-Jun-12,30-May-12,2012,2012,Prometheus,20th Century Fox,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,"$125,000,000 ","3,396","3,442","14,524","$51,050,101 ","$126,477,084 ","$144,749,519 ","$275,971,181 ","$402,448,265 "
10-Feb-12,8-Feb-12,2012,2012,Safe House,Universal,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$85,000,000 ","3,119","3,121","19,662","$40,172,720 ","$126,181,630 ","$144,411,383 ","$82,360,532 ","$208,542,162 "
25-Dec-13,25-Dec-13,2013,2013,Lone Survivor,Universal,Action,Based on Factual Book/Article,Live Action,Dramatization,"$40,000,000 ",2,"3,285","21,035","$90,872 ","$125,095,601 ","$139,490,270 ","$24,709,031 ","$149,804,632 "
10-Feb-12,9-Feb-12,2012,2012,The Vow,Sony Pictures,Drama,Based on Real Life Events,Live Action,Historical Fiction,"$30,000,000 ","2,958","3,038","19,802","$41,202,458 ","$125,014,030 ","$143,075,101 ","$72,604,130 ","$197,618,160 "
21-Nov-12,21-Nov-12,2012,2012,Life of Pi,20th Century Fox,Drama,Based on Fiction Book/Short Story,Live Action,Fantasy,"$120,000,000 ","2,927","2,946","25,190","$22,451,514 ","$124,987,022 ","$142,231,779 ","$494,323,346 ","$619,310,368 "
27-Mar-13,27-Mar-13,2013,2013,G.I. Joe: Retaliation,Paramount Pictures,Action,Based on Toy,Animation/Live Action,Contemporary Fiction,"$140,000,000 ","3,719","3,734","21,232","$40,501,814 ","$122,523,060 ","$137,292,137 ","$253,217,645 ","$375,740,705 "
27-Sep-13,26-Sep-13,2013,2013,Cloudy with a Chance of Meatballs 2,Sony Pictures,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,"$78,000,000 ","4,001","4,001","29,882","$34,017,930 ","$119,793,567 ","$134,221,657 ","$154,599,082 ","$274,392,649 "
31-May-13,31-May-13,2013,2013,Now You See Me,Lionsgate,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$75,000,000 ","2,925","3,082","19,412","$29,350,389 ","$117,723,989 ","$131,914,576 ","$225,045,211 ","$342,769,200 "
25-Dec-13,25-Dec-13,2013,2013,The Wolf of Wall Street,Paramount Pictures,Black Comedy,Based on Factual Book/Article,Live Action,Dramatization,"$100,000,000 ","2,537","2,557","17,000","$18,410,067 ","$116,949,183 ","$130,751,357 ","$272,969,720 ","$389,918,903 "
16-Aug-13,16-Aug-13,2013,2013,Lee Daniels' The Butler,Weinstein Co.,Drama,Based on Real Life Events,Live Action,Dramatization,"$30,000,000 ","2,933","3,330","26,806","$24,637,312 ","$116,632,095 ","$130,689,199 ","$60,393,403 ","$177,025,498 "
29-Jun-12,28-Jun-12,2012,2012,Magic Mike,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$7,000,000 ","2,930","3,120","16,723","$39,127,170 ","$113,721,571 ","$130,151,190 ","$56,828,182 ","$170,549,753 "
10-Aug-12,10-Aug-12,2012,2012,The Bourne Legacy,Universal,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$125,000,000 ","3,745","3,753","22,777","$38,142,825 ","$113,203,870 ","$129,558,694 ","$167,152,050 ","$280,355,920 "
23-May-13,23-May-13,2013,2013,The Hangover 3,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$103,000,000 ","3,555","3,565","15,512","$41,671,198 ","$112,200,072 ","$125,724,796 ","$249,800,000 ","$362,000,072 "
24-May-13,24-May-13,2013,2013,Epic,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,"$100,000,000 ","3,882","3,894","19,604","$33,531,068 ","$107,518,682 ","$120,479,112 ","$155,275,759 ","$262,794,441 "
11-Oct-13,11-Oct-13,2013,2013,Captain Phillips,Sony Pictures,Drama,Based on Real Life Events,Live Action,Dramatization,"$55,000,000 ","3,020","3,143","23,456","$25,718,314 ","$107,136,417 ","$120,038,134 ","$113,511,767 ","$220,648,184 "
10-Feb-12,2-Feb-12,2012,2012,Journey 2: The Mysterious Island,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Live Action,Fantasy,"$79,000,000 ","3,470","3,500","23,543","$27,335,363 ","$103,860,290 ","$118,865,230 ","$214,285,872 ","$318,146,162 "
21-Nov-12,20-Nov-12,2012,2012,Rise of the Guardians,Paramount Pictures,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,"$145,000,000 ","3,653","3,672","25,021","$23,773,465 ","$103,412,758 ","$118,205,019 ","$203,488,144 ","$306,900,902 "
25-Oct-13,23-Oct-13,2013,2013,Jackass Presents: Bad Grandpa,Paramount Pictures,Comedy,Based on Real Life Events,Live Action,Factual,"$15,000,000 ","3,336","3,345","20,225","$32,055,177 ","$102,003,019 ","$114,296,501 ","$58,900,000 ","$160,903,019 "
12-Jul-13,11-Jul-13,2013,2013,Pacific Rim,Warner Bros.,Action,Original Screenplay,Live Action,Science Fiction,"$190,000,000 ","3,275","3,285","14,097","$37,285,325 ","$101,802,906 ","$114,074,345 ","$309,200,000 ","$411,002,906 "
12-Jun-13,12-Jun-13,2013,2013,This is the End,Sony Pictures,Comedy,Based on Short Film,Live Action,Science Fiction,"$32,000,000 ","3,055","3,055","17,933","$20,719,162 ","$101,470,202 ","$113,701,536 ","$25,068,915 ","$126,539,117 "
22-Mar-13,20-Mar-13,2013,2013,Olympus Has Fallen,FilmDistrict,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$70,000,000 ","3,098","3,106","21,351","$30,373,794 ","$98,927,592 ","$110,852,439 ","$73,951,336 ","$172,878,928 "
19-Dec-12,19-Dec-12,2012,2012,Zero Dark Thirty,Sony Pictures,Drama,Based on Real Life Events,Live Action,Dramatization,"$52,500,000 ",5,"2,946","19,039","$417,150 ","$95,720,716 ","$107,364,438 ","$38,891,719 ","$134,612,435 "
12-Apr-13,12-Apr-13,2013,2013,42,Warner Bros.,Drama,Based on Real Life Events,Live Action,Dramatization,"$31,000,000 ","3,003","3,405","21,418","$27,487,144 ","$95,020,213 ","$106,474,063 ","$2,450,488 ","$97,470,701 "
2-Nov-12,2-Nov-12,2012,2012,Flight,Paramount Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$31,000,000 ","1,884","2,638","18,458","$24,900,566 ","$93,772,375 ","$107,289,153 ","$66,786,063 ","$160,558,438 "
9-Aug-13,9-Aug-13,2013,2013,Elysium,Sony Pictures,Action,Original Screenplay,Live Action,Science Fiction,"$120,000,000 ","3,284","3,284","18,976","$29,807,393 ","$93,050,117 ","$104,266,483 ","$193,141,974 ","$286,192,091 "
20-Apr-12,20-Apr-12,2012,2012,Think Like a Man,Sony Pictures,Romantic Comedy,Based on Factual Book/Article,Live Action,Contemporary Fiction,"$12,000,000 ","2,015","2,052","12,145","$33,636,303 ","$91,547,205 ","$104,773,245 ","$21,826,559 ","$113,373,764 "
9-Aug-13,9-Aug-13,2013,2013,Disney Planes,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$50,000,000 ","3,702","3,716","26,389","$22,232,291 ","$90,282,580 ","$101,165,347 ","$147,776,989 ","$238,059,569 "
2-Jul-13,2-Jul-13,2013,2013,The Lone Ranger,Walt Disney,Western,Based on TV,Live Action,Historical Fiction,"$225,000,000 ","3,904","3,904","13,443","$29,210,849 ","$89,302,115 ","$100,066,691 ","$170,700,000 ","$260,002,115 "
19-Apr-13,19-Apr-13,2013,2013,Oblivion,Universal,Thriller/Suspense,Based on Comic/Graphic Novel,Live Action,Science Fiction,"$120,000,000 ","3,783","3,792","17,538","$37,054,485 ","$89,107,235 ","$99,848,324 ","$198,809,398 ","$287,916,633 "
10-Aug-12,10-Aug-12,2012,2012,The Campaign,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$95,000,000 ","3,205","3,302","20,254","$26,588,460 ","$86,907,746 ","$99,463,508 ","$18,000,000 ","$104,907,746 "
17-Aug-12,15-Aug-12,2012,2012,The Expendables 2,Lionsgate,Action,Original Screenplay,Live Action,Contemporary Fiction,"$100,000,000 ","3,316","3,355","19,927","$28,591,370 ","$85,028,192 ","$97,312,410 ","$226,951,064 ","$311,979,256 "
30-Mar-12,28-Mar-12,2012,2012,Wrath of the Titans,Warner Bros.,Adventure,Based on Folk Tale/Legend/Fairytale,Animation/Live Action,Fantasy,"$150,000,000 ","3,545","3,545","16,391","$33,457,188 ","$83,670,083 ","$95,758,089 ","$221,600,000 ","$305,270,083 "
13-Sep-13,13-Sep-13,2013,2013,Insidious Chapter 2,FilmDistrict,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$5,000,000 ","3,049","3,155","18,494","$40,272,103 ","$83,586,447 ","$93,662,051 ","$78,335,068 ","$161,921,515 "
13-Dec-13,29-Nov-13,2013,2013,Saving Mr. Banks,Walt Disney,Drama,Based on Real Life Events,Live Action,Dramatization,"$35,000,000 ",15,"2,671","14,641","$413,373 ","$83,299,761 ","$93,207,261 ","$31,662,764 ","$114,962,525 "
17-Jul-13,17-Jul-13,2013,2013,Turbo,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$135,000,000 ","3,806","3,809","16,334","$21,312,625 ","$83,028,130 ","$93,036,440 ","$203,868,448 ","$286,896,578 "
21-Dec-12,20-Dec-12,2012,2012,Jack Reacher,Paramount Pictures,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$60,000,000 ","3,352","3,352","16,875","$15,210,156 ","$80,070,736 ","$91,270,831 ","$137,300,000 ","$217,370,736 "
11-May-12,9-May-12,2012,2012,Dark Shadows,Warner Bros.,Black Comedy,Based on TV,Live Action,Fantasy,"$150,000,000 ","3,755","3,755","18,166","$29,685,274 ","$79,727,149 ","$91,245,514 ","$158,475,519 ","$238,202,668 "
25-Dec-12,25-Dec-12,2012,2012,Parental Guidance,20th Century Fox,Adventure,Original Screenplay,Live Action,Contemporary Fiction,"$25,000,000 ","3,367","3,368","18,916","$14,554,053 ","$77,267,296 ","$87,833,728 ","$43,565,087 ","$120,832,383 "
