,Unnamed: 0,Title,Query_Title,Domestic Release Date,Year Released (Domestic),Month Released (Domestic),Infl. Adj. Dom. Box Office,Domestic Box Office,Genre,Theatrical Distributor,Total Oscars Awarded in Year,Awards,Metascore,IMDB,Rotten Tomatoes,Rated,Director,Runtime,Country,index
412,432,Lincoln,Lincoln,2012-11-09,2012,11,207619742,182207973,Drama,Walt Disney,25,Won 2 Oscars. Another 107 wins & 249 nominations.,86.0,7.3,89%,PG-13,Steven Spielberg,150 min,"USA, India",
413,433,Scream,Scream,1996-12-20,1996,12,207508837,103046663,Horror,Miramax,24,11 wins & 10 nominations.,65.0,7.2,79%,R,Wes Craven,111 min,USA,
414,434,Star Trek III: The Search for Spock,Star Trek III The Search for Spock,1984-06-01,1984,6,207336667,76471046,Adventure,Paramount Pictures,23,1 win & 7 nominations.,56.0,6.7,80%,PG,Leonard Nimoy,105 min,USA,
415,435,"Crouching Tiger, Hidden Dragon","Crouching Tiger, Hidden Dragon",2000-12-08,2000,12,207214821,128067808,Action,Sony Pictures Classics,24,Won 4 Oscars. Another 97 wins & 133 nominations.,94.0,7.8,97%,PG-13,Ang Lee,120 min,"Taiwan, Hong Kong, USA, China",
416,436,Cheaper by the Dozen,Cheaper by the Dozen,2003-12-25,2003,12,207095325,138614544,Comedy,20th Century Fox,25,2 wins & 7 nominations.,46.0,5.9,24%,PG,Shawn Levy,98 min,USA,
417,437,Minority Report,Minority Report,2002-06-21,2002,6,207012925,132024714,Action,20th Century Fox,25,Nominated for 1 Oscar. Another 20 wins & 89 nominations.,80.0,7.6,90%,PG-13,Steven Spielberg,145 min,USA,
418,438,The Hunchback of Notre Dame,The Hunchback of Notre Dame,1996-06-21,1996,6,206394775,100138851,Adventure,Walt Disney,24,Nominated for 1 Oscar. Another 8 wins & 21 nominations.,74.0,6.9,71%,G,"Gary Trousdale, Kirk Wise",91 min,"USA, France",
419,439,Talladega Nights: The Ballad of Ricky…,Talladega Nights The Ballad of Ricky…,2006-08-04,2006,8,206141044,148213377,Comedy,Sony Pictures,25,8 wins & 9 nominations.,66.0,6.6,71%,PG-13,Adam McKay,108 min,USA,
420,440,The Client,The Client,1994-07-20,1994,7,205678811,92115211,Drama,Warner Bros.,23,Nominated for 1 Oscar. Another 3 wins & 3 nominations.,65.0,6.8,78%,PG-13,Joel Schumacher,119 min,USA,
421,441,Men in Black 3,Men in Black 3,2012-05-25,2012,5,204884419,179020854,Adventure,Sony Pictures,25,1 win & 13 nominations.,58.0,6.8,68%,PG-13,Barry Sonnenfeld,106 min,"USA, United Arab Emirates",
422,442,Anger Management,Anger Management,2003-04-11,2003,4,204802675,135560942,Comedy,Sony Pictures,25,2 wins & 5 nominations.,52.0,6.3,42%,PG-13,Peter Segal,106 min,USA,
423,443,Wild Wild West,Wild Wild West,1999-06-30,1999,6,204088533,113805681,Adventure,Warner Bros.,23,15 wins & 17 nominations.,38.0,4.9,17%,PG-13,Barry Sonnenfeld,106 min,USA,
424,444,The Karate Kid,The Karate Kid,2010-06-11,2010,6,203897296,176591618,Adventure,Sony Pictures,25,Nominated for 1 Oscar. Another 2 wins & 2 nominations.,60.0,7.2,88%,PG,John G. Avildsen,126 min,USA,
425,445,Romancing the Stone,Romancing the Stone,1984-03-30,1984,3,203560399,75078260,Adventure,20th Century Fox,23,Nominated for 1 Oscar. Another 8 wins & 3 nominations.,63.0,6.9,84%,PG,Robert Zemeckis,106 min,"Mexico, USA",
426,446,Rise of the Planet of the Apes,Rise of the Planet of the Apes,2011-08-05,2011,8,203062456,176760185,Adventure,20th Century Fox,25,Nominated for 1 Oscar. Another 21 wins & 42 nominations.,68.0,7.6,82%,PG-13,Rupert Wyatt,105 min,"USA, UK, Canada",
427,447,Captain America: The First Avenger,Captain America The First Avenger,2011-07-22,2011,7,202941056,176654505,Action,Paramount Pictures,25,4 wins & 46 nominations.,66.0,6.9,80%,PG-13,Joe Johnston,124 min,USA,
428,448,The Ring,The Ring,2002-10-18,2002,10,202311026,129094024,Horror,Dreamworks SKG,25,Won 4 Oscars. Another 114 wins & 124 nominations.,92.0,8.8,91%,PG-13,Peter Jackson,178 min,"New Zealand, USA",
429,449,2012,2012,2009-11-13,2009,11,201610604,166112167,Action,Sony Pictures,25,5 wins & 21 nominations.,49.0,5.8,40%,PG-13,Roland Emmerich,158 min,USA,
430,450,Ralph Breaks The Internet,Ralph Breaks The Internet,2018-11-21,2018,11,201091711,201091711,Adventure,Walt Disney,25,Nominated for 1 Oscar. Another 3 wins & 63 nominations.,71.0,7.1,88%,PG,"Phil Johnston, Rich Moore",112 min,USA,
431,451,Con Air,Con Air,1997-06-06,1997,6,200693045,101117573,Action,Walt Disney,24,Nominated for 2 Oscars. Another 7 wins & 9 nominations.,52.0,6.9,55%,R,Simon West,115 min,USA,
432,452,Scream 2,Scream 2,1997-12-12,1997,12,200510317,101363301,Horror,Miramax,24,8 wins & 13 nominations.,63.0,6.2,82%,R,Wes Craven,120 min,USA,
433,453,Bringing Down the House,Bringing Down the House,2003-03-07,2003,3,200443267,132675402,Comedy,Walt Disney,25,4 wins & 13 nominations.,39.0,5.6,34%,PG-13,Adam Shankman,105 min,USA,
434,454,Contact,Contact,1997-07-11,1997,7,200301561,100920329,Drama,Warner Bros.,24,Nominated for 1 Oscar. Another 14 wins & 29 nominations.,62.0,7.4,65%,PG,Robert Zemeckis,150 min,USA,
435,455,Traffic,Traffic,2000-12-27,2000,12,199785980,124107476,Drama,USA Films,24,Won 4 Oscars. Another 70 wins & 86 nominations.,86.0,7.6,93%,R,Steven Soderbergh,147 min,"USA, Mexico, Germany",
436,456,Hulk,Hulk,2003-06-20,2003,6,199690644,132177234,Action,Universal,25,1 win & 8 nominations.,61.0,6.7,67%,PG-13,Louis Leterrier,112 min,USA,
437,457,Sweet Home Alabama,Sweet Home Alabama,2002-09-27,2002,9,199405419,127214072,Comedy,Walt Disney,25,3 wins & 6 nominations.,45.0,6.2,38%,PG-13,Andy Tennant,108 min,USA,
438,458,Pitch Perfect 2,Pitch Perfect 2,2015-05-15,2015,5,199162355,184296230,Comedy,Universal,25,9 wins & 16 nominations.,63.0,6.4,65%,PG-13,Elizabeth Banks,115 min,USA,
439,459,The Proposal,The Proposal,2009-06-19,2009,6,199154357,163958031,Romantic Comedy,Walt Disney,25,Nominated for 1 Golden Globe. Another 7 wins & 19 nominations.,48.0,6.7,44%,PG-13,Anne Fletcher,108 min,USA,
440,460,Big Momma's House,Big Momma's House,2000-06-02,2000,6,198695076,117559438,Comedy,20th Century Fox,24,1 win & 9 nominations.,33.0,5.2,30%,PG-13,Raja Gosnell,99 min,"Germany, USA",
441,461,Tron: Legacy,Tron Legacy,2010-12-17,2010,12,198430777,172062763,Adventure,Walt Disney,25,Nominated for 1 Oscar. Another 10 wins & 49 nominations.,49.0,6.8,51%,PG,Joseph Kosinski,125 min,USA,
442,462,Mr. Deeds,Mr. Deeds,2002-06-28,2002,6,198026393,126293452,Comedy,Sony Pictures,25,5 wins & 9 nominations.,24.0,5.8,22%,PG-13,Steven Brill,96 min,USA,
443,463,Kindergarten Cop,Kindergarten Cop,1990-12-21,1990,12,197661856,91457688,Comedy,Universal,23,4 wins & 1 nomination.,61.0,6.1,50%,PG-13,Ivan Reitman,111 min,USA,
444,464,How to Train Your Dragon 2,How to Train Your Dragon 2,2014-06-13,2014,6,197368004,177002924,Adventure,20th Century Fox,25,Nominated for 1 Oscar. Another 14 wins & 60 nominations.,76.0,7.8,91%,PG,Dean DeBlois,102 min,USA,
445,465,True Grit,True Grit,2010-12-22,2010,12,197229086,171243005,Western,Paramount Pictures,25,Nominated for 10 Oscars. Another 37 wins & 159 nominations.,80.0,7.6,96%,PG-13,"Ethan Coen, Joel Coen",110 min,USA,
446,466,Out of Africa,Out of Africa,1985-12-18,1985,12,197177669,79096868,Drama,Universal,23,Won 7 Oscars. Another 23 wins & 27 nominations.,69.0,7.2,58%,PG,Sydney Pollack,161 min,"USA, UK",
447,467,Knocked Up,Knocked Up,2007-06-01,2007,6,196979599,148761765,Romantic Comedy,Universal,25,8 wins & 26 nominations.,85.0,6.9,90%,R,Judd Apatow,129 min,USA,
448,468,Hercules,Hercules,1997-06-13,1997,6,196712686,99112101,Adventure,Walt Disney,24,Nominated for 1 Oscar. Another 9 wins & 15 nominations.,74.0,7.3,84%,G,"Ron Clements, John Musker",93 min,"USA, France",
449,469,Octopussy,Octopussy,1983-06-10,1983,6,196371106,67900000,Action,MGM,23,2 wins & 3 nominations.,63.0,6.6,40%,PG,John Glen,131 min,UK,
450,470,Horton Hears a Who,Horton Hears a Who,2008-03-14,2008,3,196067297,154529439,Adventure,20th Century Fox,25,1 win & 18 nominations.,71.0,6.8,79%,G,"Jimmy Hayward, Steve Martino",86 min,USA,
451,471,Cocoon,Cocoon,1985-06-21,1985,6,195691391,76257348,Adventure,20th Century Fox,23,Won 2 Oscars. Another 5 wins & 11 nominations.,65.0,6.7,79%,PG-13,Ron Howard,117 min,USA,
452,472,Troy,Troy,2004-05-14,2004,5,195547507,133298577,Action,Warner Bros.,25,Nominated for 1 Oscar. Another 5 wins & 22 nominations.,56.0,7.2,54%,R,Wolfgang Petersen,163 min,"USA, Malta, UK",
453,473,Remember the Titans,Remember the Titans,2000-09-29,2000,9,195321944,115654751,Drama,Walt Disney,24,8 wins & 18 nominations.,48.0,7.8,73%,PG,Boaz Yakin,113 min,USA,
454,474,The Help,The Help,2011-08-10,2011,8,194957216,169705587,Drama,Walt Disney,25,Won 1 Oscar. Another 79 wins & 120 nominations.,62.0,8.1,76%,PG-13,Tate Taylor,146 min,USA,
455,475,Ant-Man,Ant-Man,2015-07-17,2015,7,194738038,180202163,Action,Walt Disney,25,Nominated for 1 BAFTA Film Award. Another 4 wins & 33 nominations.,64.0,7.3,83%,PG-13,Peyton Reed,117 min,USA,
456,476,Bridesmaids,Bridesmaids,2011-05-13,2011,5,194390765,169211718,Comedy,Universal,25,Nominated for 2 Oscars. Another 25 wins & 70 nominations.,75.0,6.8,90%,R,Paul Feig,125 min,USA,
457,477,Father of the Bride,Father of the Bride,1991-12-20,1991,12,194327086,89325780,Comedy,Walt Disney,23,1 win & 4 nominations.,51.0,6.5,70%,PG,Charles Shyer,105 min,USA,
458,478,The Blues Brothers,The Blues Brothers,1980-06-20,1980,6,193815724,57229890,Musical,Universal,22,1 win.,60.0,7.9,84%,R,John Landis,133 min,USA,
459,479,Sex and the City,Sex and the City,2008-05-30,2008,5,193679183,152647258,Comedy,Warner Bros.,25,2 wins & 12 nominations.,53.0,5.6,49%,R,Michael Patrick King,145 min,USA,
460,480,The Rugrats Movie,The Rugrats Movie,1998-11-20,1998,11,193517590,100494685,Adventure,Paramount Pictures,24,2 wins & 6 nominations.,,5.9,59%,G,"Igor Kovalyov, Norton Virgien",79 min,USA,
461,481,The Revenant,The Revenant,2015-12-25,2015,12,193427592,183637894,Adventure,20th Century Fox,25,Won 3 Oscars. Another 87 wins & 186 nominations.,76.0,8.0,78%,R,Alejandro G. Iñárritu,156 min,"USA, Hong Kong, Taiwan",
462,482,Michael,Michael,1996-12-25,1996,12,193261562,95345070,Comedy,New Line,24,Won 1 Oscar. Another 28 wins & 113 nominations.,82.0,7.2,91%,R,Tony Gilroy,119 min,USA,
463,483,The Hand That Rocks the Cradle,The Hand That Rocks the Cradle,1992-01-10,1992,1,193256424,88036683,Thriller/Suspense,Walt Disney,23,5 wins & 6 nominations.,64.0,6.6,63%,R,Curtis Hanson,110 min,USA,
464,484,Dunkirk,Dunkirk,2017-07-21,2017,7,193008323,190068280,Action,Warner Bros.,25,Won 3 Oscars. Another 64 wins & 229 nominations.,94.0,7.9,93%,PG-13,Christopher Nolan,106 min,"UK, Netherlands, France, USA",
465,485,The Golden Child,The Golden Child,1986-12-12,1986,12,192815072,79817937,Action,Paramount Pictures,23,2 nominations.,37.0,6.0,26%,PG-13,Michael Ritchie,94 min,USA,
466,486,Chicken Little,Chicken Little,2005-11-04,2005,11,192309249,135386665,Adventure,Walt Disney,25,4 wins & 15 nominations.,48.0,5.7,37%,G,Mark Dindal,81 min,USA,
467,487,2 Fast 2 Furious,2 Fast 2 Furious,2003-06-06,2003,6,192050361,127120058,Action,Universal,25,4 wins & 13 nominations.,38.0,5.9,36%,PG-13,John Singleton,107 min,"USA, Germany",
468,488,The Prince of Egypt,The Prince of Egypt,1998-12-18,1998,12,191788639,101413188,Adventure,Dreamworks SKG,24,Won 1 Oscar. Another 11 wins & 27 nominations.,64.0,7.1,80%,PG,"Brenda Chapman, Steve Hickner, Simon Wells",99 min,USA,
469,489,Home,Home,2015-03-27,2015,3,191707150,177397510,Adventure,20th Century Fox,25,Nominated for 2 Oscars. Another 11 wins & 4 nominations.,63.0,7.6,65%,PG,Chris Columbus,103 min,USA,
470,490,Analyze This,Analyze This,1999-03-05,1999,3,191678800,106885658,Comedy,Warner Bros.,23,Nominated for 2 Golden Globes. Another 4 wins & 5 nominations.,61.0,6.7,69%,R,Harold Ramis,103 min,"USA, Australia",
471,491,The Patriot,The Patriot,2000-06-28,2000,6,191547197,113330342,Drama,Sony Pictures,24,Nominated for 3 Oscars. Another 9 wins & 17 nominations.,63.0,7.2,61%,R,Roland Emmerich,165 min,"USA, Germany",
472,492,Crimson Tide,Crimson Tide,1995-05-12,1995,5,191387891,91387195,Action,Walt Disney,24,Nominated for 3 Oscars. Another 5 wins & 6 nominations.,66.0,7.3,88%,R,Tony Scott,116 min,USA,
473,493,Chariots of Fire,Chariots of Fire,1981-09-25,1981,9,191240582,61558162,Drama,Warner Bros.,23,Won 4 Oscars. Another 13 wins & 19 nominations.,78.0,7.2,85%,PG,Hugh Hudson,125 min,UK,
474,494,Click,Click,2006-06-23,2006,6,191039661,137355633,Comedy,Sony Pictures,25,Nominated for 1 Oscar. Another 3 wins & 11 nominations.,45.0,6.4,34%,PG-13,Frank Coraci,107 min,USA,
475,495,Sudden Impact,Sudden Impact,1983-12-09,1983,12,190965296,67642693,Action,Warner Bros.,23,1 nomination.,52.0,6.7,57%,R,Clint Eastwood,117 min,USA,
476,496,The Bourne Identity,The Bourne Identity,2002-06-14,2002,6,190461649,121468960,Thriller/Suspense,Universal,25,3 wins & 6 nominations.,68.0,7.9,83%,PG-13,Doug Liman,119 min,"USA, Germany, Czech Republic",
477,498,Back to the Future Part III,Back to the Future Part III,1990-05-24,1990,5,190090900,88055283,Adventure,Universal,23,5 wins & 11 nominations.,55.0,7.4,80%,PG,Robert Zemeckis,118 min,USA,
478,499,Kung Fu Panda 2,Kung Fu Panda 2,2011-05-26,2011,5,189838453,165249063,Adventure,Paramount Pictures,25,Nominated for 1 Oscar. Another 5 wins & 46 nominations.,67.0,7.2,81%,PG,Jennifer Yuh Nelson,90 min,USA,
479,500,Star Trek: First Contact,Star Trek First Contact,1996-11-22,1996,11,189460570,92027888,Adventure,Paramount Pictures,24,Nominated for 1 Oscar. Another 8 wins & 20 nominations.,71.0,7.6,93%,PG-13,Jonathan Frakes,111 min,USA,
480,501,Clash of the Titans,Clash of the Titans,2010-04-01,2010,4,188452175,163214888,Action,Warner Bros.,25,4 wins & 14 nominations.,39.0,5.8,27%,PG-13,Louis Leterrier,106 min,"USA, UK, Australia",
481,502,The Cannonball Run,The Cannonball Run,1981-06-19,1981,6,188422030,57498710,Action,20th Century Fox,23,1 win & 2 nominations.,28.0,6.3,30%,PG,Hal Needham,95 min,"USA, Hong Kong",
482,503,Fast & Furious,Fast & Furious,2009-04-03,2009,4,188351391,155064265,Action,Universal,25,10 wins & 22 nominations.,61.0,7.1,70%,PG-13,Justin Lin,130 min,"USA, Japan, Spain, UK",
483,504,The Naked Gun 2½: The Smell of Fear,The Naked Gun 2½ The Smell of Fear,1991-06-28,1991,6,188108318,86930411,Comedy,Paramount Pictures,23,2 wins & 1 nomination.,65.0,6.9,57%,PG-13,David Zucker,85 min,USA,
484,505,A Quiet Place,A Quiet Place,2018-04-06,2018,4,188024361,188024361,Horror,Paramount Pictures,25,Nominated for 1 Oscar. Another 34 wins & 108 nominations.,82.0,7.5,96%,PG-13,John Krasinski,90 min,USA,
485,506,Mr. Mom,Mr. Mom,1983-07-22,1983,7,187405709,64800000,Comedy,20th Century Fox,23,1 win & 1 nomination.,50.0,6.5,82%,PG,Stan Dragoti,91 min,USA,
486,507,Steel Magnolias,Steel Magnolias,1989-11-15,1989,11,187136609,83759091,Comedy,Sony Pictures,23,Nominated for 1 Oscar. Another 2 wins & 6 nominations.,56.0,7.3,68%,PG,Herbert Ross,117 min,USA,
487,508,Grown Ups,Grown Ups,2010-06-25,2010,6,187050802,162001186,Comedy,Sony Pictures,25,3 wins & 4 nominations.,30.0,5.9,10%,PG-13,Dennis Dugan,102 min,USA,
488,509,Gone Girl,Gone Girl,2014-10-03,2014,10,187015674,167767189,Thriller/Suspense,20th Century Fox,25,Nominated for 1 Oscar. Another 64 wins & 183 nominations.,79.0,8.1,87%,R,David Fincher,149 min,USA,
489,510,Something's Gotta Give,Something's Gotta Give,2003-12-12,2003,12,186468153,124685242,Romantic Comedy,Sony Pictures,25,Nominated for 1 Oscar. Another 8 wins & 12 nominations.,66.0,6.7,72%,PG-13,Nancy Meyers,128 min,USA,
